K,n,error.osc,error.ssc.A,error.louvain,error.ssc.ase
3,512,0.041015625,0.009765625,0.63671875,0.0390625
3,512,0.033203125,0.01953125,0.6796875,0.0234375
3,512,0.021484375,0.00390625,0.63671875,0.029296875
3,512,0.017578125,0,0.58203125,0.0234375
3,512,0.0078125,0.00390625,0.6484375,0.037109375
3,512,0.013671875,0.00390625,0.650390625,0.01953125
3,512,0.03125,0.005859375,0.658203125,0.017578125
3,512,0.037109375,0.015625,0.662109375,0.064453125
3,512,0.0078125,0.01171875,0.62890625,0.017578125
3,512,0.009765625,0,0.5703125,0.021484375
3,512,0.017578125,0.0078125,0.603515625,0.017578125
3,512,0.044921875,0.0078125,0.58203125,0.021484375
3,512,0.01953125,0.0078125,0.650390625,0.013671875
3,512,0.037109375,0.015625,0.662109375,0.064453125
3,512,0.0078125,0.005859375,0.548828125,0.3046875
3,512,0.0078125,0.00390625,0.611328125,0.041015625
3,512,0.0234375,0.01171875,0.666015625,0.015625
3,512,0.02734375,0.00390625,0.642578125,0.015625
3,512,0.013671875,0.005859375,0.640625,0.025390625
3,512,0.021484375,0.009765625,0.67578125,0.021484375
3,512,0.033203125,0.001953125,0.654296875,0.03125
3,512,0.015625,0.0078125,0.626953125,0.0234375
3,512,0.01953125,0.0078125,0.59375,0.046875
3,512,0.01171875,0.00390625,0.646484375,0.037109375
3,512,0.03515625,0.0078125,0.630859375,0.052734375
3,512,0.1328125,0.005859375,0.546875,0.01171875
3,512,0.02734375,0.017578125,0.62890625,0.01953125
3,512,0.01953125,0.013671875,0.64453125,0.046875
3,512,0.00390625,0.01171875,0.630859375,0.00390625
3,512,0.01171875,0.00390625,0.646484375,0.037109375
3,512,0.009765625,0.00390625,0.576171875,0.009765625
3,512,0.01171875,0,0.572265625,0.0078125
3,512,0.015625,0.013671875,0.625,0.0234375
3,512,0.0078125,0.0078125,0.5625,0.044921875
3,512,0.037109375,0.00390625,0.556640625,0.017578125
3,512,0.0234375,0.013671875,0.58984375,0.013671875
3,512,0.015625,0.0078125,0.61328125,0.0078125
3,512,0.017578125,0.005859375,0.583984375,0.029296875
3,512,0.005859375,0,0.671875,0.015625
3,512,0.0234375,0.009765625,0.595703125,0.01953125
3,512,0.01171875,0.0078125,0.626953125,0.03515625
3,512,0.03125,0.015625,0.62890625,0.068359375
3,512,0.033203125,0.01171875,0.63671875,0.037109375
3,512,0.009765625,0,0.58203125,0.017578125
3,512,0.017578125,0.0078125,0.658203125,0.009765625
3,512,0.0234375,0.009765625,0.595703125,0.01953125
3,512,0.0234375,0.0078125,0.607421875,0.015625
3,512,0.041015625,0.009765625,0.607421875,0.041015625
3,256,0.02734375,0.01171875,0.63671875,0.046875
3,256,0.08203125,0.02734375,0.76953125,0.12890625
3,256,0.0859375,0.0234375,0.71875,0.07421875
3,256,0.0859375,0.015625,0.765625,0.32421875
3,256,0.140625,0.0234375,0.69921875,0.046875
3,256,0.0546875,0.03125,0.734375,0.0859375
3,256,0.0546875,0.01171875,0.72265625,0.13671875
3,256,0.1796875,0.01171875,0.80859375,0.09765625
3,256,0.1953125,0.01171875,0.7421875,0.39453125
3,256,0.0625,0.01171875,0.76953125,0.22265625
3,256,0.078125,0.0234375,0.7421875,0.16015625
3,256,0.05859375,0.0234375,0.80859375,0.15625
3,256,0.0859375,0.0234375,0.7421875,0.05078125
3,256,0.06640625,0.01953125,0.79296875,0.40234375
3,256,0.11328125,0.0078125,0.7578125,0.09375
3,256,0.07421875,0.03515625,0.7265625,0.05078125
3,256,0.09375,0.03125,0.76953125,0.1015625
3,256,0.06640625,0.01953125,0.734375,0.20703125
3,256,0.3203125,0.04296875,0.75390625,0.09765625
3,256,0.11328125,0.01171875,0.6953125,0.0703125
3,256,0.07421875,0.015625,0.6953125,0.21484375
3,256,0.0703125,0.0625,0.796875,0.17578125
3,256,0.04296875,0.015625,0.76171875,0.09765625
3,256,0.078125,0.03515625,0.71875,0.3828125
3,256,0.0625,0.02734375,0.72265625,0.3828125
3,256,0.03515625,0.01171875,0.69140625,0.3515625
3,256,0.04296875,0.01171875,0.7109375,0.05078125
3,256,0.0703125,0.06640625,0.76953125,0.33984375
3,256,0.05859375,0.03515625,0.75390625,0.0859375
3,256,0.12109375,0.02734375,0.74609375,0.18359375
3,256,0.07421875,0.0078125,0.70703125,0.390625
3,256,0.09375,0.03515625,0.75,0.13671875
3,256,0.1484375,0.078125,0.69921875,0.234375
3,256,0.296875,0.04296875,0.7109375,0.02734375
3,256,0.08984375,0.046875,0.71875,0.21484375
3,256,0.0625,0.0234375,0.7265625,0.125
3,256,0.0625,0.00390625,0.72265625,0.10546875
3,256,0.15234375,0.0078125,0.6171875,0.45703125
3,256,0.19140625,0.03125,0.76171875,0.33984375
3,256,0.06640625,0.015625,0.61328125,0.18359375
3,256,0.1171875,0.0546875,0.73828125,0.14453125
3,256,0.05078125,0.0703125,0.78125,0.1171875
3,256,0.08203125,0.02734375,0.6796875,0.27734375
3,256,0.16015625,0.0390625,0.77734375,0.33984375
3,256,0.09765625,0.06640625,0.75,0.08984375
3,256,0.0859375,0.015625,0.77734375,0.09375
3,256,0.0390625,0.01171875,0.75,0.08984375
3,256,0.03125,0.02734375,0.73046875,0.046875
3,256,0.0703125,0.02734375,0.68359375,0.1484375
3,256,0.0546875,0.03515625,0.71875,0.0703125
3,128,0.234375,0.0390625,0.7421875,0.25
3,128,0.546875,0.1328125,0.7578125,0.3984375
3,128,0.2890625,0.046875,0.703125,0.1875
3,128,0.125,0.0625,0.7265625,0.3671875
3,128,0.4921875,0.0234375,0.75,0.390625
3,128,0.1875,0.0546875,0.7109375,0.453125
3,128,0.1484375,0.1171875,0.765625,0.1640625
3,128,0.171875,0.0625,0.6875,0.4453125
3,128,0.3125,0.03125,0.78125,0.34375
3,128,0.2421875,0.1484375,0.8046875,0.515625
3,128,0.2890625,0.03125,0.75,0.4765625
3,128,0.390625,0.0390625,0.7890625,0.390625
3,128,0.296875,0.0859375,0.7421875,0.4453125
3,128,0.15625,0.0546875,0.7578125,0.328125
3,128,0.3671875,0.1953125,0.7578125,0.4296875
3,128,0.390625,0.125,0.7421875,0.4609375
3,128,0.1640625,0.0625,0.7734375,0.234375
3,128,0.4765625,0.015625,0.78125,0.4453125
3,128,0.1875,0.046875,0.7421875,0.4140625
3,128,0.4375,0.015625,0.7421875,0.46875
3,128,0.203125,0.0390625,0.75,0.5625
3,128,0.0703125,0.0859375,0.78125,0.4375
3,128,0.328125,0.0703125,0.765625,0.328125
3,128,0.125,0.0234375,0.7578125,0.3359375
3,128,0.3984375,0.125,0.703125,0.46875
3,128,0.2578125,0.0625,0.7265625,0.25
3,128,0.4609375,0.09375,0.703125,0.4921875
3,128,0.1875,0.1015625,0.734375,0.328125
3,128,0.1875,0.0625,0.765625,0.34375
3,128,0.390625,0.0703125,0.75,0.5625
3,128,0.484375,0.0546875,0.734375,0.296875
3,128,0.2109375,0.03125,0.734375,0.421875
3,128,0.4296875,0.0703125,0.7265625,0.40625
3,128,0.1640625,0.09375,0.7421875,0.4296875
3,128,0.3515625,0.046875,0.765625,0.5546875
3,128,0.4140625,0.03125,0.765625,0.265625
3,128,0.296875,0.1015625,0.71875,0.5078125
3,128,0.125,0.1015625,0.71875,0.5390625
3,128,0.3515625,0.09375,0.7421875,0.25
3,128,0.4296875,0.0625,0.734375,0.2734375
3,128,0.296875,0.125,0.7421875,0.3671875
3,128,0.265625,0.046875,0.7578125,0.3671875
3,128,0.140625,0.0390625,0.703125,0.1640625
3,128,0.09375,0.1015625,0.65625,0.3125
3,128,0.25,0.0390625,0.75,0.4765625
3,128,0.3125,0.1640625,0.765625,0.4375
3,128,0.296875,0.03125,0.71875,0.5
3,128,0.46875,0.0546875,0.6875,0.484375
3,128,0.2890625,0.109375,0.78125,0.4453125
3,128,0.2890625,0.015625,0.7578125,0.359375
2,4096,2.44140625e-4,0.489990234375,0.430419921875,0.04248046875
2,4096,2.44140625e-4,0.49853515625,0.438720703125,0.067626953125
2,4096,4.8828125e-4,0.018798828125,0.442626953125,0.199951171875
2,4096,0,0.02392578125,0.4375,0.068115234375
2,4096,0,0.478515625,0.422119140625,0.017333984375
2,4096,0,0.496826171875,0.43310546875,0.03759765625
2,4096,2.44140625e-4,0.02392578125,0.428955078125,0.052001953125
2,4096,2.44140625e-4,0.447021484375,0.423828125,0.077392578125
2,4096,4.8828125e-4,0.49560546875,0.4375,0.045166015625
2,4096,2.44140625e-4,0.442626953125,0.422119140625,0.022216796875
2,4096,2.44140625e-4,0.015869140625,0.431396484375,0.050048828125
2,4096,0,0.013916015625,0.4287109375,0.112060546875
2,4096,2.44140625e-4,0.021728515625,0.435546875,0.005126953125
2,4096,0,0.017333984375,0.439208984375,0.037109375
2,4096,2.44140625e-4,0.476318359375,0.431884765625,0.003173828125
2,4096,2.44140625e-4,0.02099609375,0.43310546875,0.00732421875
2,4096,0,0.05615234375,0.422607421875,0.033203125
2,4096,2.44140625e-4,0.461181640625,0.426513671875,0.01220703125
2,4096,0,0.496826171875,0.43212890625,0.03076171875
2,4096,2.44140625e-4,0.01708984375,0.427734375,0.00439453125
2,4096,0,0.026123046875,0.438232421875,0.048583984375
2,4096,0,0.49755859375,0.434326171875,0.037109375
2,4096,0,0.017333984375,0.428466796875,0.034423828125
2,4096,0,0.47509765625,0.43115234375,0.018310546875
2,4096,2.44140625e-4,0.021240234375,0.42236328125,0.084716796875
2,4096,0,0.021240234375,0.42724609375,0.035400390625
2,4096,0,0.473876953125,0.4345703125,0.058349609375
2,4096,2.44140625e-4,0.018310546875,0.4326171875,0.029541015625
2,4096,0,0.02197265625,0.435791015625,0.003173828125
2,4096,0,0.47412109375,0.441162109375,0.0078125
2,4096,0,0.0234375,0.42431640625,0.014892578125
2,4096,2.44140625e-4,0.455322265625,0.428466796875,0.010986328125
2,4096,2.44140625e-4,0.49853515625,0.433837890625,0.00537109375
2,4096,0,0.48828125,0.447509765625,0.03369140625
2,4096,4.8828125e-4,0.01904296875,0.423583984375,0.001708984375
2,4096,2.44140625e-4,0.486572265625,0.444580078125,0.04833984375
2,4096,0,0.01513671875,0.42626953125,0.003173828125
2,4096,4.8828125e-4,0.462158203125,0.433349609375,0.134521484375
2,4096,2.44140625e-4,0.47900390625,0.430908203125,0.00341796875
2,4096,2.44140625e-4,0.0205078125,0.4375,0.019287109375
2,4096,0,0.475341796875,0.4296875,0.01025390625
2,4096,2.44140625e-4,0.4970703125,0.43310546875,0.023681640625
2,4096,2.44140625e-4,0.015625,0.425537109375,0.23583984375
2,4096,0,0.472412109375,0.428466796875,0.03857421875
2,4096,2.44140625e-4,0.4619140625,0.4287109375,0.033447265625
2,4096,4.8828125e-4,0.0224609375,0.425048828125,0.008056640625
2,4096,4.8828125e-4,0.471435546875,0.431396484375,0.01806640625
2,4096,0,0.029541015625,0.43310546875,0.448974609375
2,4096,2.44140625e-4,0.477294921875,0.43994140625,0.0029296875
2,4096,0,0.02490234375,0.428466796875,0.013427734375
2,2048,0,0.49365234375,0.46728515625,0.00732421875
2,2048,4.8828125e-4,0.03125,0.45654296875,0.07958984375
2,2048,0.001953125,0.43603515625,0.48486328125,0.22216796875
2,2048,0,0.025390625,0.4951171875,0.02783203125
2,2048,0,0.02685546875,0.46142578125,0.09326171875
2,2048,0,0.01904296875,0.47216796875,0.029296875
2,2048,0,0.01416015625,0.44970703125,0.0205078125
2,2048,9.765625e-4,0.45654296875,0.4912109375,0.25390625
2,2048,9.765625e-4,0.0234375,0.4697265625,0.03271484375
2,2048,0,0.0166015625,0.47900390625,0.01123046875
2,2048,0.00146484375,0.01416015625,0.47265625,0.01416015625
2,2048,4.8828125e-4,0.01171875,0.4638671875,0.00146484375
2,2048,9.765625e-4,0.02734375,0.46826171875,0.10400390625
2,2048,9.765625e-4,0.0126953125,0.494140625,4.8828125e-4
2,2048,0,0.02294921875,0.48193359375,0.0556640625
2,2048,0.00146484375,0.0224609375,0.48095703125,0.03173828125
2,2048,4.8828125e-4,0.03173828125,0.46875,0.0224609375
2,2048,0.00146484375,0.45458984375,0.48876953125,0.0654296875
2,2048,4.8828125e-4,0.015625,0.4794921875,0.05859375
2,2048,0.00146484375,0.02099609375,0.4658203125,0.01953125
2,2048,4.8828125e-4,0.01708984375,0.47412109375,0.00341796875
2,2048,0,0.01904296875,0.48486328125,0.02685546875
2,2048,0,0.02392578125,0.47119140625,0.2080078125
2,2048,4.8828125e-4,0.01708984375,0.462890625,0.06494140625
2,2048,0,0.06982421875,0.470703125,0.01513671875
2,2048,4.8828125e-4,0.01953125,0.45263671875,0.11181640625
2,2048,0.00146484375,0.01708984375,0.453125,0.04931640625
2,2048,9.765625e-4,0.01220703125,0.47705078125,0.20654296875
2,2048,9.765625e-4,0.0107421875,0.474609375,0.04931640625
2,2048,9.765625e-4,0.025390625,0.4873046875,0.12060546875
2,2048,0,0.01806640625,0.43701171875,0.056640625
2,2048,4.8828125e-4,0.01513671875,0.482421875,0.0234375
2,2048,0,0.0146484375,0.482421875,0.01416015625
2,2048,9.765625e-4,0.01904296875,0.46044921875,0.02099609375
2,2048,0,0.02001953125,0.4677734375,0.00830078125
2,2048,0,0.02099609375,0.4755859375,0.064453125
2,2048,9.765625e-4,0.02001953125,0.46142578125,0.16845703125
2,2048,0,0.02587890625,0.47216796875,0.00341796875
2,2048,9.765625e-4,0.0126953125,0.4833984375,0.00732421875
2,2048,0.00146484375,0.013671875,0.47314453125,0.05908203125
2,2048,0,0.0146484375,0.48779296875,0.22705078125
2,2048,4.8828125e-4,0.015625,0.4755859375,0.02685546875
2,2048,0,0.017578125,0.47119140625,0.0380859375
2,2048,0,0.02783203125,0.45751953125,0.16064453125
2,2048,9.765625e-4,0.02197265625,0.46875,0.0185546875
2,2048,9.765625e-4,0.0185546875,0.4873046875,0.0166015625
2,2048,0.00146484375,0.0166015625,0.45947265625,0.04541015625
2,2048,4.8828125e-4,0.009765625,0.48583984375,0.04296875
2,2048,9.765625e-4,0.01708984375,0.4697265625,0.00341796875
2,2048,4.8828125e-4,0.0185546875,0.45068359375,0.01904296875
2,1024,0.0068359375,0.0224609375,0.5703125,0.11328125
2,1024,0.001953125,0.0244140625,0.517578125,0.009765625
2,1024,0.005859375,0.013671875,0.548828125,0.056640625
2,1024,0.00390625,0.0205078125,0.5419921875,0.0625
2,1024,0.001953125,0.005859375,0.5263671875,0.0185546875
2,1024,9.765625e-4,0.01171875,0.5126953125,0.0732421875
2,1024,9.765625e-4,0.015625,0.5107421875,0.03125
2,1024,0.00390625,0.0244140625,0.541015625,0.0322265625
2,1024,0,0.013671875,0.5517578125,0.0087890625
2,1024,0.001953125,0.0166015625,0.5458984375,0.021484375
2,1024,0.0029296875,0.0126953125,0.5380859375,0.005859375
2,1024,0.001953125,0.0185546875,0.5419921875,0.072265625
2,1024,0.001953125,0.015625,0.5478515625,0.0283203125
2,1024,0.0029296875,0.025390625,0.5322265625,0.2373046875
2,1024,9.765625e-4,0.0126953125,0.4755859375,0.0400390625
2,1024,0.00390625,0.015625,0.552734375,0.06640625
2,1024,0.005859375,0.017578125,0.5302734375,0.068359375
2,1024,0.001953125,0.0107421875,0.5263671875,0.0478515625
2,1024,0.0068359375,0.01953125,0.52734375,0.0185546875
2,1024,0.0029296875,0.017578125,0.55859375,0.0126953125
2,1024,9.765625e-4,0.0166015625,0.5390625,0.03125
2,1024,0.0029296875,0.0166015625,0.513671875,0.3193359375
2,1024,0,0.015625,0.546875,0.0810546875
2,1024,0.001953125,0.021484375,0.525390625,0.0087890625
2,1024,0.0029296875,0.0205078125,0.5087890625,0.025390625
2,1024,0.001953125,0.017578125,0.537109375,0.072265625
2,1024,0.00390625,0.0107421875,0.5400390625,0.16796875
2,1024,0.001953125,0.017578125,0.5546875,0.0517578125
2,1024,9.765625e-4,0.0224609375,0.5263671875,0.10546875
2,1024,0.00390625,0.015625,0.5546875,0.01953125
2,1024,0.0029296875,0.0244140625,0.541015625,0.04296875
2,1024,9.765625e-4,0.0166015625,0.5546875,0.212890625
2,1024,0.001953125,0.01171875,0.5615234375,0.0244140625
2,1024,0.001953125,0.0224609375,0.5693359375,0.01953125
2,1024,0.0078125,0.0283203125,0.517578125,0.3134765625
2,1024,0.00390625,0.021484375,0.517578125,0.0166015625
2,1024,0.0048828125,0.017578125,0.525390625,0.0498046875
2,1024,0.00390625,0.0166015625,0.5419921875,0.0693359375
2,1024,0.00390625,0.025390625,0.5302734375,0.03515625
2,1024,0.001953125,0.0146484375,0.5107421875,0.0234375
2,1024,0.0029296875,0.0302734375,0.52734375,0.052734375
2,1024,0.00390625,0.017578125,0.529296875,0.0078125
2,1024,0.0029296875,0.0283203125,0.544921875,0.2373046875
2,1024,0.001953125,0.029296875,0.5224609375,0.0537109375
2,1024,0.001953125,0.015625,0.5419921875,0.076171875
2,1024,0,0.0166015625,0.5537109375,0.021484375
2,1024,9.765625e-4,0.017578125,0.501953125,0.283203125
2,1024,0.0048828125,0.01953125,0.55078125,0.017578125
2,1024,0.0087890625,0.0107421875,0.5126953125,0.0126953125
2,1024,0.0078125,0.015625,0.5302734375,0.06640625
2,512,0.009765625,0.021484375,0.646484375,0.03125
2,512,0.013671875,0.03125,0.70703125,0.025390625
2,512,0.158203125,0.017578125,0.703125,0.267578125
2,512,0.005859375,0.025390625,0.599609375,0.109375
2,512,0.005859375,0.03125,0.76953125,0.0859375
2,512,0.0078125,0.021484375,0.634765625,0.064453125
2,512,0.001953125,0.005859375,0.615234375,0.0390625
2,512,0.126953125,0.0234375,0.8046875,0.08984375
2,512,0.01171875,0.015625,0.623046875,0.005859375
2,512,0.1953125,0.017578125,0.615234375,0.107421875
2,512,0.009765625,0.03125,0.626953125,0.087890625
2,512,0.0078125,0.03125,0.59765625,0.009765625
2,512,0.01171875,0.021484375,0.623046875,0.216796875
2,512,0.013671875,0.033203125,0.61328125,0.0546875
2,512,0.00390625,0.02734375,0.611328125,0.048828125
2,512,0.18359375,0.01953125,0.703125,0.017578125
2,512,0.03125,0.013671875,0.712890625,0.025390625
2,512,0.01171875,0.0234375,0.662109375,0.220703125
2,512,0.115234375,0.015625,0.767578125,0.056640625
2,512,0.017578125,0.015625,0.76171875,0.111328125
2,512,0.140625,0.015625,0.671875,0.052734375
2,512,0.04296875,0.01171875,0.72265625,0.099609375
2,512,0.005859375,0.021484375,0.6328125,0.021484375
2,512,0.009765625,0.017578125,0.623046875,0.029296875
2,512,0.01171875,0.029296875,0.736328125,0.0703125
2,512,0.009765625,0.025390625,0.62890625,0.0625
2,512,0.00390625,0.0234375,0.623046875,0.212890625
2,512,0.01171875,0.017578125,0.701171875,0.11328125
2,512,0.001953125,0.025390625,0.626953125,0.03515625
2,512,0.015625,0.029296875,0.634765625,0.27734375
2,512,0.0078125,0.009765625,0.76171875,0.318359375
2,512,0.029296875,0.009765625,0.693359375,0.123046875
2,512,0.4140625,0.021484375,0.587890625,0.056640625
2,512,0.13671875,0.015625,0.62109375,0.279296875
2,512,0.0078125,0.021484375,0.689453125,0.087890625
2,512,0.1171875,0.01171875,0.705078125,0.03125
2,512,0.03515625,0.025390625,0.701171875,0.02734375
2,512,0.009765625,0.015625,0.6328125,0.26953125
2,512,0.00390625,0.025390625,0.66015625,0.193359375
2,512,0.001953125,0.009765625,0.693359375,0.283203125
2,512,0.0234375,0.0234375,0.640625,0.03125
2,512,0.009765625,0.015625,0.62890625,0.2265625
2,512,0.005859375,0.009765625,0.6328125,0.02734375
2,512,0.0078125,0.015625,0.58984375,0.177734375
2,512,0.0078125,0.021484375,0.662109375,0.037109375
2,512,0.009765625,0.015625,0.681640625,0.072265625
2,512,0.005859375,0.005859375,0.64453125,0.080078125
2,512,0.02734375,0.025390625,0.716796875,0.103515625
2,512,0.009765625,0.02734375,0.62890625,0.029296875
2,512,0.009765625,0.017578125,0.71484375,0.03515625
2,256,0.01953125,0.0234375,0.7734375,0.25390625
2,256,0.03125,0.0390625,0.75,0.0625
2,256,0.17578125,0.03125,0.8125,0.29296875
2,256,0.015625,0.0078125,0.72265625,0.08203125
2,256,0.171875,0.03125,0.7578125,0.0703125
2,256,0.265625,0.02734375,0.75390625,0.08203125
2,256,0.1796875,0.04296875,0.7890625,0.09765625
2,256,0.1171875,0.4609375,0.796875,0.078125
2,256,0.140625,0.01171875,0.79296875,0.19140625
2,256,0.00390625,0.015625,0.79296875,0.12109375
2,256,0.015625,0.015625,0.76171875,0.265625
2,256,0.078125,0.0234375,0.70703125,0.1640625
2,256,0.046875,0.02734375,0.76171875,0.0859375
2,256,0.18359375,0.0234375,0.74609375,0.21484375
2,256,0.01953125,0.0078125,0.7421875,0.15234375
2,256,0.03125,0.02734375,0.7890625,0.1171875
2,256,0.02734375,0.0625,0.6796875,0.1953125
2,256,0.16796875,0.01953125,0.67578125,0.05859375
2,256,0.08984375,0.01953125,0.765625,0.28515625
2,256,0.265625,0.03125,0.796875,0.1953125
2,256,0.0078125,0.0078125,0.8046875,0.19921875
2,256,0.04296875,0.015625,0.7109375,0.25
2,256,0.1640625,0.0234375,0.828125,0.1796875
2,256,0.1484375,0.01953125,0.77734375,0.12890625
2,256,0.0390625,0.0390625,0.69140625,0.1875
2,256,0.0234375,0.015625,0.69921875,0.12890625
2,256,0.02734375,0.015625,0.8203125,0.33984375
2,256,0.10546875,0.02734375,0.796875,0.02734375
2,256,0.17578125,0.01953125,0.76953125,0.11328125
2,256,0.0078125,0.0234375,0.7265625,0.1171875
2,256,0.0390625,0.046875,0.73046875,0.12109375
2,256,0.171875,0.046875,0.82421875,0.171875
2,256,0.02734375,0.03125,0.7265625,0.33203125
2,256,0.03125,0.0078125,0.828125,0.30859375
2,256,0.03515625,0.01171875,0.7734375,0.20703125
2,256,0.03515625,0.03515625,0.80078125,0.30078125
2,256,0.015625,0.01171875,0.7265625,0.33203125
2,256,0.03125,0.0390625,0.71875,0.1015625
2,256,0.0625,0.015625,0.69140625,0.1484375
2,256,0.1328125,0.0078125,0.7265625,0.14453125
2,256,0.02734375,0.015625,0.734375,0.25
2,256,0.015625,0.046875,0.71875,0.1171875
2,256,0.1953125,0.046875,0.734375,0.046875
2,256,0.16015625,0.015625,0.74609375,0.1015625
2,256,0.0390625,0.01171875,0.76953125,0.1015625
2,256,0.015625,0.01953125,0.796875,0.30078125
2,256,0.01171875,0.01953125,0.8203125,0.1953125
2,256,0.20703125,0.015625,0.80078125,0.26171875
2,256,0.20703125,0.01171875,0.8125,0.16796875
2,256,0.16796875,0.02734375,0.671875,0.0625
2,128,0.2265625,0.0078125,0.78125,0.3046875
2,128,0.140625,0.03125,0.7578125,0.15625
2,128,0.3046875,0.1328125,0.765625,0.21875
2,128,0.0078125,0.0234375,0.78125,0.4296875
2,128,0.296875,0.0078125,0.7890625,0.2734375
2,128,0.125,0.0234375,0.703125,0.1171875
2,128,0.3125,0.0390625,0.8046875,0.21875
2,128,0.03125,0.046875,0.75,0.0234375
2,128,0.203125,0.1015625,0.7734375,0.3203125
2,128,0.171875,0.015625,0.8125,0.0625
2,128,0.0390625,0.03125,0.7265625,0.078125
2,128,0.1484375,0.0390625,0.78125,0.1796875
2,128,0.140625,0.046875,0.7578125,0.171875
2,128,0.203125,0.03125,0.7109375,0.140625
2,128,0.21875,0.0625,0.7265625,0.109375
2,128,0.1640625,0.0390625,0.7109375,0.4296875
2,128,0.0234375,0.0859375,0.7578125,0.3046875
2,128,0.1484375,0.03125,0.75,0.2421875
2,128,0.140625,0.0234375,0.8046875,0.1171875
2,128,0.3125,0.0625,0.7890625,0.390625
2,128,0.2265625,0.0234375,0.7265625,0.25
2,128,0.296875,0.078125,0.7578125,0.203125
2,128,0.2578125,0.3828125,0.6953125,0.15625
2,128,0.046875,0.0234375,0.765625,0.0390625
2,128,0.0234375,0.015625,0.78125,0.0546875
2,128,0.046875,0.0390625,0.75,0.0859375
2,128,0.1875,0.046875,0.8046875,0.171875
2,128,0.1015625,0.0703125,0.78125,0.2734375
2,128,0.1640625,0.046875,0.7578125,0.1484375
2,128,0.0390625,0.0390625,0.6953125,0.3359375
2,128,0.2265625,0.0078125,0.75,0.203125
2,128,0.125,0.0390625,0.7734375,0.2578125
2,128,0.0859375,0.046875,0.7890625,0.0703125
2,128,0.015625,0.03125,0.7578125,0.109375
2,128,0.296875,0.03125,0.75,0.3125
2,128,0.2265625,0.015625,0.75,0.2109375
2,128,0.1015625,0.0625,0.7734375,0.140625
2,128,0.3828125,0.0703125,0.75,0.203125
2,128,0.015625,0.015625,0.6015625,0.0703125
2,128,0.140625,0.03125,0.7734375,0.1484375
2,128,0.1796875,0.078125,0.734375,0.203125
2,128,0.125,0.046875,0.7265625,0.359375
2,128,0.15625,0.0390625,0.7578125,0.1875
2,128,0.0234375,0.0625,0.765625,0.2734375
2,128,0.140625,0.0390625,0.7578125,0.28125
2,128,0.2578125,0,0.8125,0.234375
2,128,0.265625,0.03125,0.75,0.171875
2,128,0.3984375,0.0234375,0.7265625,0.1171875
2,128,0.1875,0.03125,0.7578125,0.0625
2,128,0.2421875,0.0390625,0.7734375,0.2578125
