K,n,error.osc,error.ssc.ase,error.louvain,error.ssc.A
4,4096,0.001220703125,4.8828125e-4,0.0849609375,0.131591796875
4,4096,2.44140625e-4,0.001953125,0.17822265625,0.001220703125
4,4096,9.765625e-4,7.32421875e-4,0.17724609375,0.001220703125
4,4096,2.44140625e-4,2.44140625e-4,0.176025390625,0.1552734375
4,4096,4.8828125e-4,0.120849609375,0.074462890625,0.128662109375
4,4096,4.8828125e-4,0.002197265625,0.0791015625,0.001953125
4,4096,2.44140625e-4,0.062255859375,0.188720703125,0.12451171875
4,4096,0.001953125,7.32421875e-4,0.177001953125,0.128662109375
4,4096,0,0.002685546875,0.082763671875,0.123291015625
4,4096,0.001953125,0.00146484375,0.184814453125,0.12548828125
4,4096,2.44140625e-4,4.8828125e-4,0.188720703125,9.765625e-4
4,4096,9.765625e-4,0.00146484375,0.1796875,0.115478515625
4,4096,2.44140625e-4,0.001953125,0.08740234375,0.00146484375
4,4096,0.00146484375,0.072998046875,0.076416015625,0.126708984375
4,4096,0.121826171875,0.001708984375,0.184814453125,9.765625e-4
4,4096,0.001953125,0.12060546875,0.179443359375,0.114013671875
4,4096,2.44140625e-4,0.001708984375,0.078857421875,0.118408203125
4,4096,0.002197265625,0.00341796875,0.072265625,0.105224609375
4,4096,4.8828125e-4,2.44140625e-4,0.18017578125,0.12841796875
4,4096,0,7.32421875e-4,0.190673828125,0.12255859375
4,4096,7.32421875e-4,0.12109375,0.177978515625,7.32421875e-4
4,4096,7.32421875e-4,0.001220703125,0.084228515625,0.123779296875
4,4096,0.001708984375,0.1220703125,0.179443359375,0.1279296875
4,4096,2.44140625e-4,0.118896484375,0.18994140625,0.1123046875
4,4096,0.165283203125,0.004150390625,0.172607421875,0.11669921875
4,4096,0.0029296875,4.8828125e-4,0.07470703125,0.116943359375
4,4096,0,4.8828125e-4,0.188720703125,0.123779296875
4,4096,0,0.00244140625,0.08544921875,0.123291015625
4,4096,0,0.001220703125,0.1748046875,0.11279296875
4,4096,0,0.057861328125,0.1875,0.134521484375
4,4096,0.001708984375,7.32421875e-4,0.07763671875,0.118408203125
4,4096,2.44140625e-4,7.32421875e-4,0.1865234375,7.32421875e-4
4,4096,4.8828125e-4,0.108154296875,0.08447265625,0.12109375
4,4096,0.001708984375,7.32421875e-4,0.08154296875,0.001220703125
4,4096,0.117919921875,0,0.1796875,0.11767578125
4,4096,0.001953125,0.05810546875,0.075927734375,0.1669921875
4,4096,4.8828125e-4,0.119384765625,0.19921875,0.156005859375
4,4096,4.8828125e-4,4.8828125e-4,0.078125,0.118408203125
4,4096,0,7.32421875e-4,0.07763671875,7.32421875e-4
4,4096,0,0.001220703125,0.182861328125,7.32421875e-4
4,4096,7.32421875e-4,9.765625e-4,0.179443359375,0.0029296875
4,4096,2.44140625e-4,4.8828125e-4,0.074951171875,0.117431640625
4,4096,7.32421875e-4,0.10400390625,0.18310546875,0.120361328125
4,4096,0.00244140625,0.00146484375,0.179931640625,0.001953125
4,4096,7.32421875e-4,0.1162109375,0.18359375,0.119873046875
4,4096,4.8828125e-4,0.115478515625,0.185791015625,0.001953125
4,4096,0.002685546875,0.003662109375,0.076416015625,0.002197265625
4,4096,0.00146484375,4.8828125e-4,0.084228515625,0.1572265625
4,4096,0.002197265625,0.00146484375,0.17578125,0.11865234375
4,4096,0,0.00341796875,0.183837890625,0.12353515625
4,2048,0.01123046875,0.01123046875,0.19482421875,0.10888671875
4,2048,0.009765625,0.06494140625,0.18212890625,0.11572265625
4,2048,0.00244140625,0.123046875,0.1796875,0.00537109375
4,2048,0.1708984375,0.12841796875,0.18115234375,0.138671875
4,2048,0.0107421875,0.00830078125,0.19287109375,0.13037109375
4,2048,0.01220703125,0.1259765625,0.08203125,0.10693359375
4,2048,0.12255859375,0.017578125,0.18505859375,0.00634765625
4,2048,0.01220703125,0.12353515625,0.18798828125,0.119140625
4,2048,0.00537109375,0.00732421875,0.08056640625,0.12109375
4,2048,0.01513671875,0.00390625,0.07421875,0.00390625
4,2048,0.01123046875,0.0126953125,0.17626953125,0.1220703125
4,2048,0.00732421875,0.0322265625,0.1826171875,0.123046875
4,2048,0.11572265625,0.044921875,0.18212890625,0.12646484375
4,2048,0.1337890625,0.11767578125,0.1005859375,4.8828125e-4
4,2048,0.0107421875,0.0078125,0.1845703125,0.17041015625
4,2048,0.0029296875,0.01025390625,0.076171875,0.13720703125
4,2048,0.0087890625,0.01220703125,0.17529296875,0.12451171875
4,2048,0.01171875,0.01611328125,0.08056640625,0.11376953125
4,2048,0.01806640625,0.0244140625,0.1826171875,0.1328125
4,2048,0.01220703125,0.0234375,0.0771484375,0.1171875
4,2048,0.00927734375,0.009765625,0.0869140625,0.134765625
4,2048,0.12353515625,0.11376953125,0.1875,0.00634765625
4,2048,0.154296875,0.0390625,0.1826171875,0.138671875
4,2048,0.0107421875,0.01806640625,0.185546875,0.00537109375
4,2048,0.1259765625,0.0244140625,0.1943359375,0.00537109375
4,2048,0.11767578125,0.0234375,0.18115234375,0.134765625
4,2048,0.15673828125,0.1298828125,0.0849609375,0.00537109375
4,2048,0.01171875,0.01123046875,0.18408203125,0.00390625
4,2048,0.00634765625,0.1748046875,0.18017578125,0.00341796875
4,2048,0.00439453125,0.01513671875,0.080078125,0.1298828125
4,2048,0.01123046875,0.1298828125,0.07421875,0.1220703125
4,2048,0.1123046875,0.2177734375,0.09130859375,0.00146484375
4,2048,0.009765625,0.0205078125,0.169921875,0.0087890625
4,2048,0.12890625,0.01708984375,0.1982421875,0.0048828125
4,2048,0.10888671875,0.06396484375,0.1708984375,0.12353515625
4,2048,0.0087890625,0.134765625,0.181640625,0.0068359375
4,2048,0.1171875,0.0029296875,0.185546875,0.13134765625
4,2048,0.005859375,0.02978515625,0.18505859375,0.00537109375
4,2048,0.00537109375,0.00927734375,0.18408203125,0.005859375
4,2048,0.0087890625,0.015625,0.1806640625,0.11669921875
4,2048,0.009765625,0.015625,0.1865234375,0.126953125
4,2048,0.00390625,0.0830078125,0.18017578125,0.12939453125
4,2048,0.11083984375,0.12451171875,0.171875,0.119140625
4,2048,0.0078125,0.107421875,0.07763671875,0.00244140625
4,2048,0.009765625,0.0126953125,0.17138671875,0.12548828125
4,2048,0.12548828125,0.01025390625,0.08056640625,0.005859375
4,2048,0.01025390625,0.01123046875,0.19189453125,0.12255859375
4,2048,0.0068359375,0.0087890625,0.19091796875,0.12744140625
4,2048,0.16845703125,0.01171875,0.1875,0.115234375
4,2048,0.0048828125,0.01171875,0.0810546875,0.00244140625
4,1024,0.02734375,0.0361328125,0.076171875,0.150390625
4,1024,0.1083984375,0.1376953125,0.181640625,0.017578125
4,1024,0.0205078125,0.037109375,0.173828125,0.03125
4,1024,0.1220703125,0.2041015625,0.1689453125,0.1240234375
4,1024,0.029296875,0.072265625,0.15234375,0.013671875
4,1024,0.0205078125,0.16015625,0.193359375,0.0234375
4,1024,0.1337890625,0.0390625,0.1845703125,0.0380859375
4,1024,0.271484375,0.048828125,0.087890625,0.0087890625
4,1024,0.0302734375,0.0419921875,0.1826171875,0.130859375
4,1024,0.009765625,0.041015625,0.173828125,0.025390625
4,1024,0.0322265625,0.1689453125,0.0830078125,0.1064453125
4,1024,0.1005859375,0.0478515625,0.181640625,0.0283203125
4,1024,0.1103515625,0.04296875,0.1953125,0.021484375
4,1024,0.025390625,0.2783203125,0.0947265625,0.015625
4,1024,0.1865234375,0.08203125,0.1875,0.0205078125
4,1024,0.0126953125,0.0625,0.1904296875,0.017578125
4,1024,0.09375,0.044921875,0.1513671875,0.1435546875
4,1024,0.10546875,0.177734375,0.193359375,0.0146484375
4,1024,0.0283203125,0.0673828125,0.185546875,0.015625
4,1024,0.0146484375,0.0546875,0.1962890625,0.025390625
4,1024,0.017578125,0.12890625,0.078125,0.029296875
4,1024,0.0263671875,0.0703125,0.0888671875,0.015625
4,1024,0.115234375,0.0263671875,0.0927734375,0.1259765625
4,1024,0.029296875,0.046875,0.1962890625,0.017578125
4,1024,0.0205078125,0.0595703125,0.189453125,0.013671875
4,1024,0.189453125,0.1064453125,0.0703125,0.0302734375
4,1024,0.1591796875,0.154296875,0.0751953125,0.02734375
4,1024,0.138671875,0.173828125,0.1923828125,0.0234375
4,1024,0.1220703125,0.03515625,0.1865234375,0.0458984375
4,1024,0.02734375,0.02734375,0.1982421875,0.025390625
4,1024,0.0888671875,0.03515625,0.08984375,0.01953125
4,1024,0.0146484375,0.04296875,0.0791015625,0.0185546875
4,1024,0.1005859375,0.0478515625,0.1796875,0.0234375
4,1024,0.0791015625,0.0849609375,0.169921875,0.1328125
4,1024,0.0185546875,0.068359375,0.181640625,0.1083984375
4,1024,0.11328125,0.0517578125,0.08203125,0.0205078125
4,1024,0.0361328125,0.154296875,0.1923828125,0.0283203125
4,1024,0.119140625,0.076171875,0.1669921875,0.0263671875
4,1024,0.0771484375,0.0751953125,0.17578125,0.0302734375
4,1024,0.0927734375,0.0693359375,0.08203125,0.1328125
4,1024,0.0224609375,0.04296875,0.1630859375,0.017578125
4,1024,0.0302734375,0.0537109375,0.19921875,0.1318359375
4,1024,0.146484375,0.0517578125,0.1962890625,0.1455078125
4,1024,0.0244140625,0.0927734375,0.185546875,0.0205078125
4,1024,0.0087890625,0.0947265625,0.08203125,0.01953125
4,1024,0.017578125,0.1455078125,0.1728515625,0.02734375
4,1024,0.03125,0.0400390625,0.1669921875,0.021484375
4,1024,0.015625,0.21875,0.16796875,0.0146484375
4,1024,0.0986328125,0.154296875,0.078125,0.0244140625
4,1024,0.0732421875,0.1181640625,0.0830078125,0.0185546875
4,512,0.08203125,0.099609375,0.171875,0.04296875
4,512,0.099609375,0.130859375,0.169921875,0.076171875
4,512,0.1328125,0.126953125,0.173828125,0.115234375
4,512,0.04296875,0.232421875,0.185546875,0.19140625
4,512,0.05078125,0.2734375,0.0859375,0.083984375
4,512,0.02734375,0.087890625,0.18359375,0.087890625
4,512,0.052734375,0.0703125,0.203125,0.060546875
4,512,0.05078125,0.08203125,0.17578125,0.240234375
4,512,0.072265625,0.146484375,0.15234375,0.16796875
4,512,0.048828125,0.13671875,0.21875,0.177734375
4,512,0.0859375,0.171875,0.087890625,0.060546875
4,512,0.19140625,0.32421875,0.158203125,0.24609375
4,512,0.064453125,0.263671875,0.07421875,0.177734375
4,512,0.05859375,0.111328125,0.154296875,0.091796875
4,512,0.048828125,0.154296875,0.150390625,0.177734375
4,512,0.05078125,0.1328125,0.10546875,0.060546875
4,512,0.05859375,0.2265625,0.169921875,0.080078125
4,512,0.056640625,0.08203125,0.0859375,0.080078125
4,512,0.0234375,0.1875,0.080078125,0.19140625
4,512,0.05078125,0.134765625,0.21484375,0.056640625
4,512,0.064453125,0.07421875,0.1875,0.09765625
4,512,0.0625,0.13671875,0.193359375,0.21875
4,512,0.029296875,0.08984375,0.19921875,0.0546875
4,512,0.052734375,0.080078125,0.150390625,0.048828125
4,512,0.060546875,0.23828125,0.087890625,0.052734375
4,512,0.064453125,0.162109375,0.1953125,0.201171875
4,512,0.09765625,0.197265625,0.1796875,0.056640625
4,512,0.048828125,0.150390625,0.1640625,0.078125
4,512,0.1640625,0.076171875,0.095703125,0.06640625
4,512,0.037109375,0.28515625,0.173828125,0.09375
4,512,0.046875,0.0859375,0.08203125,0.080078125
4,512,0.056640625,0.107421875,0.171875,0.173828125
4,512,0.04296875,0.10546875,0.19921875,0.18359375
4,512,0.0703125,0.232421875,0.173828125,0.1796875
4,512,0.05078125,0.1015625,0.115234375,0.244140625
4,512,0.03125,0.154296875,0.091796875,0.080078125
4,512,0.052734375,0.177734375,0.197265625,0.05859375
4,512,0.046875,0.20703125,0.150390625,0.19140625
4,512,0.06640625,0.220703125,0.166015625,0.08203125
4,512,0.072265625,0.201171875,0.1640625,0.095703125
4,512,0.048828125,0.126953125,0.1953125,0.056640625
4,512,0.05078125,0.07421875,0.099609375,0.068359375
4,512,0.05078125,0.140625,0.21484375,0.091796875
4,512,0.06640625,0.19921875,0.189453125,0.0703125
4,512,0.125,0.115234375,0.169921875,0.15234375
4,512,0.056640625,0.14453125,0.080078125,0.18359375
4,512,0.083984375,0.248046875,0.19140625,0.048828125
4,512,0.060546875,0.080078125,0.171875,0.197265625
4,512,0.08984375,0.08984375,0.16796875,0.1953125
4,512,0.0859375,0.17578125,0.080078125,0.07421875
4,256,0.15234375,0.16796875,0.1875,0.3203125
4,256,0.24609375,0.18359375,0.22265625,0.265625
4,256,0.09375,0.31640625,0.20703125,0.2421875
4,256,0.1171875,0.2578125,0.10546875,0.2109375
4,256,0.12890625,0.32421875,0.08984375,0.2265625
4,256,0.1640625,0.15625,0.0859375,0.33984375
4,256,0.1171875,0.35546875,0.1171875,0.2578125
4,256,0.0625,0.2421875,0.16015625,0.33203125
4,256,0.140625,0.36328125,0.203125,0.25
4,256,0.28515625,0.203125,0.0703125,0.3046875
4,256,0.08203125,0.2890625,0.17578125,0.1953125
4,256,0.19140625,0.3203125,0.10546875,0.2421875
4,256,0.1328125,0.1328125,0.16796875,0.37890625
4,256,0.11328125,0.16796875,0.0859375,0.20703125
4,256,0.1328125,0.234375,0.125,0.3046875
4,256,0.15625,0.24609375,0.1953125,0.26171875
4,256,0.16015625,0.25,0.21875,0.26171875
4,256,0.14453125,0.2890625,0.109375,0.3046875
4,256,0.14453125,0.27734375,0.2109375,0.203125
4,256,0.046875,0.29296875,0.1171875,0.3125
4,256,0.13671875,0.28125,0.08984375,0.328125
4,256,0.11328125,0.2265625,0.1328125,0.23046875
4,256,0.2734375,0.24609375,0.15234375,0.26953125
4,256,0.1875,0.2109375,0.21484375,0.24609375
4,256,0.11328125,0.234375,0.0859375,0.30078125
4,256,0.12890625,0.28125,0.08984375,0.29296875
4,256,0.0859375,0.19921875,0.10546875,0.2890625
4,256,0.14453125,0.26953125,0.09375,0.2421875
4,256,0.09375,0.3359375,0.109375,0.3046875
4,256,0.12890625,0.31640625,0.12109375,0.25
4,256,0.171875,0.2890625,0.19921875,0.23828125
4,256,0.1640625,0.296875,0.08203125,0.22265625
4,256,0.21875,0.21484375,0.09765625,0.30859375
4,256,0.1015625,0.23828125,0.10546875,0.40234375
4,256,0.15625,0.19140625,0.1015625,0.28515625
4,256,0.234375,0.2578125,0.10546875,0.1640625
4,256,0.07421875,0.29296875,0.08203125,0.32421875
4,256,0.06640625,0.25,0.1015625,0.265625
4,256,0.25390625,0.25,0.1015625,0.24609375
4,256,0.09765625,0.20703125,0.09765625,0.35546875
4,256,0.078125,0.28125,0.1640625,0.17578125
4,256,0.09765625,0.21875,0.17578125,0.28515625
4,256,0.13671875,0.22265625,0.08984375,0.21484375
4,256,0.1015625,0.21875,0.1953125,0.46875
4,256,0.16796875,0.10546875,0.09765625,0.2890625
4,256,0.26953125,0.28125,0.203125,0.29296875
4,256,0.13671875,0.4921875,0.171875,0.25
4,256,0.15625,0.19921875,0.19921875,0.2578125
4,256,0.17578125,0.23828125,0.109375,0.25390625
4,256,0.12890625,0.19140625,0.2109375,0.359375
4,128,0.3203125,0.3046875,0.1796875,0.328125
4,128,0.2265625,0.4375,0.1796875,0.4609375
4,128,0.234375,0.3046875,0.21875,0.359375
4,128,0.2109375,0.359375,0.140625,0.4375
4,128,0.1640625,0.25,0.2578125,0.3359375
4,128,0.2890625,0.28125,0.1953125,0.328125
4,128,0.2890625,0.359375,0.0859375,0.40625
4,128,0.2890625,0.4296875,0.0390625,0.234375
4,128,0.1953125,0.3203125,0.171875,0.4453125
4,128,0.09375,0.3984375,0.1953125,0.2890625
4,128,0.234375,0.328125,0.1796875,0.375
4,128,0.25,0.484375,0.109375,0.46875
4,128,0.2109375,0.2421875,0.1484375,0.4375
4,128,0.15625,0.28125,0.203125,0.3671875
4,128,0.203125,0.34375,0.078125,0.390625
4,128,0.1484375,0.390625,0.0625,0.4453125
4,128,0.2421875,0.4140625,0.3046875,0.296875
4,128,0.1796875,0.4453125,0.203125,0.3515625
4,128,0.3203125,0.4609375,0.2421875,0.3359375
4,128,0.21875,0.328125,0.203125,0.484375
4,128,0.296875,0.28125,0.234375,0.6015625
4,128,0.3828125,0.1484375,0.0859375,0.4296875
4,128,0.2265625,0.3125,0.15625,0.40625
4,128,0.234375,0.234375,0.09375,0.34375
4,128,0.265625,0.40625,0.1328125,0.3828125
4,128,0.1484375,0.4453125,0.125,0.5078125
4,128,0.234375,0.265625,0.203125,0.328125
4,128,0.1875,0.28125,0.2109375,0.453125
4,128,0.4140625,0.2421875,0.1875,0.4921875
4,128,0.2578125,0.3828125,0.1875,0.34375
4,128,0.203125,0.40625,0.0703125,0.2734375
4,128,0.1328125,0.4296875,0.1953125,0.3828125
4,128,0.3046875,0.2578125,0.1875,0.359375
4,128,0.4921875,0.3671875,0.2421875,0.4296875
4,128,0.2578125,0.1953125,0.2421875,0.4609375
4,128,0.203125,0.4375,0.3203125,0.4140625
4,128,0.4296875,0.4609375,0.109375,0.421875
4,128,0.296875,0.3203125,0.2109375,0.3359375
4,128,0.1796875,0.359375,0.1171875,0.40625
4,128,0.40625,0.2890625,0.1484375,0.3046875
4,128,0.09375,0.34375,0.2109375,0.3671875
4,128,0.1953125,0.4140625,0.171875,0.4140625
4,128,0.1640625,0.421875,0.2265625,0.3125
4,128,0.1484375,0.234375,0.125,0.375
4,128,0.1875,0.5234375,0.1796875,0.359375
4,128,0.234375,0.3671875,0.21875,0.25
4,128,0.2734375,0.1875,0.140625,0.5234375
4,128,0.2109375,0.453125,0.09375,0.25
4,128,0.21875,0.359375,0.09375,0.359375
4,128,0.265625,0.4453125,0.1640625,0.5
3,4096,0,0.002197265625,0.076171875,0.006591796875
3,4096,0,0.001953125,0.073974609375,0.00439453125
3,4096,0,0.002685546875,0.06884765625,0.005126953125
3,4096,2.44140625e-4,0.00537109375,0.078857421875,0.1875
3,4096,0,0.001708984375,0.066162109375,0.005859375
3,4096,2.44140625e-4,0.004150390625,0.0712890625,0.00390625
3,4096,0,0.001220703125,0.075439453125,0.004150390625
3,4096,0,0.005859375,0.07958984375,0.1806640625
3,4096,2.44140625e-4,2.44140625e-4,0.063720703125,0.184814453125
3,4096,2.44140625e-4,0.001220703125,0.071044921875,0.18310546875
3,4096,2.44140625e-4,0.003173828125,0.07568359375,0.176025390625
3,4096,2.44140625e-4,0.002197265625,0.064453125,0.17919921875
3,4096,2.44140625e-4,0.189453125,0.072021484375,0.177734375
3,4096,4.8828125e-4,0.00537109375,0.075439453125,0.18505859375
3,4096,2.44140625e-4,0.001708984375,0.0751953125,0.005615234375
3,4096,0,0.013671875,0.0771484375,0.181396484375
3,4096,0,0.003662109375,0.065673828125,0.0048828125
3,4096,2.44140625e-4,9.765625e-4,0.0712890625,0.001953125
3,4096,2.44140625e-4,0.177001953125,0.068115234375,0.0048828125
3,4096,0,0.002685546875,0.0712890625,0.185302734375
3,4096,2.44140625e-4,0.0029296875,0.07275390625,0.0068359375
3,4096,7.32421875e-4,0.00390625,0.07421875,0.169921875
3,4096,0,9.765625e-4,0.076904296875,0.17724609375
3,4096,0,0.023193359375,0.072509765625,0.00390625
3,4096,0,0.00244140625,0.0703125,0.007080078125
3,4096,0,0.001708984375,0.069580078125,0.18115234375
3,4096,0,0.00244140625,0.065673828125,0.180419921875
3,4096,7.32421875e-4,0.001953125,0.066162109375,0.005126953125
3,4096,0,0.0048828125,0.07861328125,0.00439453125
3,4096,4.8828125e-4,0.002197265625,0.07080078125,0.00439453125
3,4096,2.44140625e-4,9.765625e-4,0.080078125,0.186279296875
3,4096,4.8828125e-4,0.00439453125,0.073974609375,0.181640625
3,4096,2.44140625e-4,0.004150390625,0.063720703125,0.1826171875
3,4096,0,2.44140625e-4,0.07666015625,0.004638671875
3,4096,2.44140625e-4,0.00390625,0.07275390625,0.004150390625
3,4096,0,0.0029296875,0.072509765625,0.177001953125
3,4096,2.44140625e-4,9.765625e-4,0.066650390625,0.182861328125
3,4096,2.44140625e-4,0.001708984375,0.067626953125,0.00537109375
3,4096,4.8828125e-4,0.003173828125,0.072265625,0.1748046875
3,4096,7.32421875e-4,0.00244140625,0.069091796875,0.18310546875
3,4096,2.44140625e-4,0.008056640625,0.07373046875,0.186279296875
3,4096,2.44140625e-4,0.017578125,0.07470703125,0.005859375
3,4096,4.8828125e-4,0.00146484375,0.07080078125,0.00537109375
3,4096,7.32421875e-4,0.00244140625,0.075927734375,0.005615234375
3,4096,4.8828125e-4,4.8828125e-4,0.07373046875,0.00439453125
3,4096,0,0.002685546875,0.0751953125,0.17919921875
3,4096,7.32421875e-4,0.00146484375,0.06884765625,0.17138671875
3,4096,4.8828125e-4,0.001220703125,0.069091796875,0.004638671875
3,4096,0,0.002197265625,0.081298828125,0.1767578125
3,4096,4.8828125e-4,0.0029296875,0.075927734375,0.005859375
3,2048,0.181640625,0.0078125,0.072265625,0.203125
3,2048,0.00341796875,0.1845703125,0.078125,0.19677734375
3,2048,4.8828125e-4,0.01123046875,0.07080078125,0.01416015625
3,2048,0.00244140625,0.01025390625,0.083984375,0.01318359375
3,2048,0.0029296875,0.013671875,0.0771484375,0.17919921875
3,2048,0.00537109375,0.00146484375,0.07861328125,0.0146484375
3,2048,0.17333984375,0.04052734375,0.0751953125,0.0205078125
3,2048,0.00244140625,0.01123046875,0.06787109375,0.01220703125
3,2048,0.0029296875,0.009765625,0.072265625,0.0078125
3,2048,9.765625e-4,0.00732421875,0.07421875,0.18505859375
3,2048,0.001953125,0.00341796875,0.0771484375,0.05126953125
3,2048,4.8828125e-4,0.01513671875,0.07470703125,0.009765625
3,2048,0.00244140625,0.00439453125,0.07275390625,0.18896484375
3,2048,0.00146484375,0.0087890625,0.0654296875,0.17919921875
3,2048,4.8828125e-4,0.0126953125,0.0791015625,0.20947265625
3,2048,9.765625e-4,0.0029296875,0.07763671875,0.17333984375
3,2048,9.765625e-4,0.00439453125,0.0712890625,0.169921875
3,2048,4.8828125e-4,0.00732421875,0.08154296875,0.00390625
3,2048,0.00146484375,0.0068359375,0.06884765625,0.18505859375
3,2048,0.00146484375,0.005859375,0.07373046875,0.01904296875
3,2048,0.00146484375,0.0087890625,0.08154296875,0.0595703125
3,2048,4.8828125e-4,0.00439453125,0.06982421875,0.01220703125
3,2048,0.00146484375,0.01318359375,0.0712890625,0.01123046875
3,2048,0.01611328125,0.00244140625,0.0751953125,0.0166015625
3,2048,0.00146484375,0.00830078125,0.0703125,0.0087890625
3,2048,4.8828125e-4,0.0048828125,0.07421875,0.01171875
3,2048,0.00146484375,0.01611328125,0.0732421875,0.00927734375
3,2048,4.8828125e-4,0.01025390625,0.078125,0.0068359375
3,2048,0.001953125,0.0068359375,0.07080078125,0.005859375
3,2048,0.01416015625,0.0078125,0.07470703125,0.00927734375
3,2048,0.00244140625,0.01904296875,0.0634765625,0.01806640625
3,2048,0.00146484375,0.0078125,0.0712890625,0.01025390625
3,2048,0.00341796875,0.0087890625,0.0732421875,0.01220703125
3,2048,0.00244140625,0.00927734375,0.068359375,0.01025390625
3,2048,0.00830078125,0.0048828125,0.06396484375,0.19091796875
3,2048,9.765625e-4,0.0029296875,0.08056640625,0.03857421875
3,2048,4.8828125e-4,0.0126953125,0.0732421875,0.01171875
3,2048,4.8828125e-4,0.0673828125,0.07568359375,0.19580078125
3,2048,4.8828125e-4,0.001953125,0.072265625,0.0078125
3,2048,9.765625e-4,0.03271484375,0.07421875,0.1982421875
3,2048,9.765625e-4,0.0302734375,0.0634765625,0.01904296875
3,2048,0.0029296875,0.005859375,0.06103515625,0.013671875
3,2048,9.765625e-4,0.1796875,0.078125,0.01220703125
3,2048,0.16650390625,0.015625,0.0849609375,0.01025390625
3,2048,0.00146484375,0.05810546875,0.08056640625,0.00439453125
3,2048,0.00439453125,0.00732421875,0.0693359375,0.01171875
3,2048,0,0.01318359375,0.080078125,0.00537109375
3,2048,0.00146484375,0.001953125,0.07080078125,0.0087890625
3,2048,4.8828125e-4,0.0107421875,0.0693359375,0.017578125
3,2048,0.01513671875,0.013671875,0.07421875,0.03076171875
3,1024,0.0185546875,0.03125,0.064453125,0.013671875
3,1024,0.01953125,0.03125,0.0830078125,0.0390625
3,1024,0.0341796875,0.0166015625,0.0810546875,0.0283203125
3,1024,0.01953125,0.095703125,0.08203125,0.015625
3,1024,0.134765625,0.080078125,0.0732421875,0.015625
3,1024,0.03515625,0.0419921875,0.056640625,0.0224609375
3,1024,0.0107421875,0.0634765625,0.083984375,0.2001953125
3,1024,0.0166015625,0.052734375,0.0732421875,0.0244140625
3,1024,0.0234375,0.017578125,0.078125,0.025390625
3,1024,0.02734375,0.021484375,0.06640625,0.0244140625
3,1024,0.015625,0.279296875,0.0712890625,0.0166015625
3,1024,0.1923828125,0.025390625,0.0830078125,0.0419921875
3,1024,0.083984375,0.0498046875,0.06640625,0.0205078125
3,1024,0.0068359375,0.064453125,0.080078125,0.0146484375
3,1024,0.1298828125,0.029296875,0.068359375,0.08203125
3,1024,0.0341796875,0.0556640625,0.0830078125,0.017578125
3,1024,0.0224609375,0.2060546875,0.07421875,0.015625
3,1024,0.0302734375,0.087890625,0.076171875,0.01953125
3,1024,0.0185546875,0.048828125,0.0771484375,0.189453125
3,1024,0.001953125,0.0419921875,0.0712890625,0.013671875
3,1024,0.0283203125,0.0205078125,0.080078125,0.0244140625
3,1024,0.0146484375,0.029296875,0.0908203125,0.01171875
3,1024,0.0126953125,0.025390625,0.080078125,0.197265625
3,1024,0.0078125,0.2001953125,0.0966796875,0.0234375
3,1024,0.0283203125,0.1005859375,0.0810546875,0.0234375
3,1024,0.0166015625,0.16796875,0.0810546875,0.03125
3,1024,0.1953125,0.03515625,0.09375,0.0244140625
3,1024,0.029296875,0.033203125,0.0830078125,0.220703125
3,1024,0.146484375,0.0458984375,0.0703125,0.0703125
3,1024,0.0244140625,0.03125,0.0859375,0.01171875
3,1024,0.01953125,0.0224609375,0.0673828125,0.03125
3,1024,0.0224609375,0.0205078125,0.080078125,0.0205078125
